service_date,day_type,bus,rail_boardings,total_rides,year,month,day_of_week,period,day_of_year,lag_1,lag_7,lag_30,rolling_7,rolling_30
2010-05-29,A,645684,455979,1101663,2010,5,5,Before 2020,149,694492.0,413263.0,697327.0,593998.4285714285,594839.7666666667
2010-05-30,U,480340,367778,848118,2010,5,6,Before 2020,150,455979.0,322958.0,707210.0,600100.7142857143,586794.8333333334
2010-05-31,U,347857,243566,591423,2010,5,0,Before 2020,151,367778.0,650835.0,455658.0,606503.5714285715,575480.4333333333
2010-06-01,W,1024767,669261,1694028,2010,6,1,Before 2020,152,243566.0,690144.0,314736.0,548322.2857142857,568410.7
2010-06-02,W,990049,663107,1653156,2010,6,2,Before 2020,153,669261.0,688396.0,673932.0,545339.0,580228.2
2010-06-03,W,1042401,688706,1731107,2010,6,3,Before 2020,154,663107.0,697901.0,687646.0,541726.2857142857,579867.3666666667
2010-06-04,W,1013014,679386,1692400,2010,6,4,Before 2020,155,688706.0,694492.0,692081.0,540412.7142857143,579902.7
2010-06-05,A,596776,390596,987372,2010,6,5,Before 2020,156,679386.0,455979.0,690306.0,538254.7142857143,579479.5333333333
2010-06-06,U,455093,308756,763849,2010,6,6,Before 2020,157,390596.0,367778.0,650935.0,528914.2857142857,569489.2
2010-06-07,W,1001595,679492,1681087,2010,6,0,Before 2020,158,308756.0,243566.0,379017.0,520482.5714285714,558083.2333333333
2010-06-08,W,931456,652565,1584021,2010,6,1,Before 2020,159,679492.0,669261.0,282516.0,582757.7142857143,568099.0666666667
2010-06-09,W,1032439,707821,1740260,2010,6,2,Before 2020,160,652565.0,663107.0,680635.0,580372.5714285715,580434.0333333333
2010-06-10,W,1019373,707755,1727128,2010,6,3,Before 2020,161,707821.0,688706.0,668287.0,586760.2857142857,581340.2333333333
2010-06-11,W,979074,845329,1824403,2010,6,4,Before 2020,162,707755.0,679386.0,682843.0,589481.5714285715,582655.8333333334
2010-06-12,A,600914,444278,1045192,2010,6,5,Before 2020,163,845329.0,390596.0,664390.0,613187.7142857143,588072.0333333333
2010-06-13,U,451434,348910,800344,2010,6,6,Before 2020,164,444278.0,308756.0,708596.0,620856.5714285715,580734.9666666667
2010-06-14,W,955902,662467,1618369,2010,6,0,Before 2020,165,348910.0,679492.0,428608.0,626592.8571428572,568745.4333333333
2010-06-15,W,948177,686852,1635029,2010,6,1,Before 2020,166,662467.0,652565.0,316780.0,624160.7142857143,576540.7333333333
2010-06-16,W,1003968,723671,1727639,2010,6,2,Before 2020,167,686852.0,707821.0,643233.0,629058.8571428572,588876.4666666667
2010-06-17,W,954409,719629,1674038,2010,6,3,Before 2020,168,723671.0,707755.0,669846.0,631323.1428571428,591557.7333333333
2010-06-18,W,940534,693973,1634507,2010,6,4,Before 2020,169,719629.0,845329.0,668811.0,633019.4285714285,593217.1666666666
2010-06-19,A,673052,472662,1145714,2010,6,5,Before 2020,170,693973.0,444278.0,667152.0,611397.1428571428,594055.9
2010-06-20,U,465420,301730,767150,2010,6,6,Before 2020,171,472662.0,348910.0,656659.0,615452.0,587572.9
2010-06-21,W,868542,626192,1494734,2010,6,0,Before 2020,172,301730.0,662467.0,413263.0,608712.0,575741.9333333333
2010-06-22,W,916810,666558,1583368,2010,6,1,Before 2020,173,626192.0,686852.0,322958.0,603529.8571428572,582839.5666666667
2010-06-23,W,820493,627767,1448260,2010,6,2,Before 2020,174,666558.0,723671.0,650835.0,600630.7142857143,594292.9
2010-06-24,W,931520,691266,1622786,2010,6,3,Before 2020,175,627767.0,719629.0,690144.0,586930.1428571428,593523.9666666667
2010-06-25,W,941751,750414,1692165,2010,6,4,Before 2020,176,691266.0,693973.0,688396.0,582878.2857142857,593561.3666666667
2010-06-26,A,646770,467943,1114713,2010,6,5,Before 2020,177,750414.0,472662.0,697901.0,590941.2857142857,595628.6333333333
2010-06-27,U,439815,441824,881639,2010,6,6,Before 2020,178,467943.0,301730.0,694492.0,590267.1428571428,587963.3666666667
2010-06-28,W,911187,698735,1609922,2010,6,0,Before 2020,179,441824.0,626192.0,455979.0,610280.5714285715,579541.1
2010-06-29,W,919886,716597,1636483,2010,6,1,Before 2020,180,698735.0,666558.0,367778.0,620643.8571428572,587632.9666666667
2010-06-30,W,939032,726101,1665133,2010,6,2,Before 2020,181,716597.0,627767.0,243566.0,627792.2857142857,599260.2666666667
2010-07-01,W,997162,802022,1799184,2010,7,3,Before 2020,182,726101.0,691266.0,669261.0,641840.0,615344.7666666667
2010-07-02,W,948286,728895,1677181,2010,7,4,Before 2020,183,802022.0,750414.0,663107.0,657662.2857142857,619770.1333333333
2010-07-03,A,688185,498374,1186559,2010,7,5,Before 2020,184,728895.0,467943.0,688706.0,654588.1428571428,621963.0666666667
2010-07-04,U,517771,431068,948839,2010,7,6,Before 2020,185,498374.0,441824.0,679386.0,658935.4285714285,615618.6666666666
2010-07-05,U,490386,338754,829140,2010,7,0,Before 2020,186,431068.0,698735.0,390596.0,657398.8571428572,607341.4
2010-07-06,W,906377,637312,1543689,2010,7,1,Before 2020,187,338754.0,716597.0,308756.0,605973.0,605613.3333333334
2010-07-07,W,911994,656096,1568090,2010,7,2,Before 2020,188,637312.0,726101.0,679492.0,594646.5714285715,616565.2
2010-07-08,W,913888,665000,1578888,2010,7,3,Before 2020,189,656096.0,802022.0,652565.0,584645.8571428572,615785.3333333334
2010-07-09,W,930427,676348,1606775,2010,7,4,Before 2020,190,665000.0,728895.0,707821.0,565071.2857142857,616199.8333333334
2010-07-10,A,625843,418254,1044097,2010,7,5,Before 2020,191,676348.0,498374.0,707755.0,557564.5714285715,615150.7333333333
2010-07-11,U,441707,304804,746511,2010,7,6,Before 2020,192,418254.0,431068.0,845329.0,546118.8571428572,605500.7
2010-07-12,W,916793,645066,1561859,2010,7,0,Before 2020,193,304804.0,338754.0,444278.0,528081.1428571428,587483.2
2010-07-13,W,944367,664923,1609290,2010,7,1,Before 2020,194,645066.0,637312.0,348910.0,571840.0,594176.1333333333
2010-07-14,W,938980,670046,1609026,2010,7,2,Before 2020,195,664923.0,656096.0,662467.0,575784.4285714285,604709.9
2010-07-15,W,934492,715607,1650099,2010,7,3,Before 2020,196,670046.0,665000.0,686852.0,577777.2857142857,604962.5333333333
2010-07-16,W,928476,753901,1682377,2010,7,4,Before 2020,197,715607.0,676348.0,723671.0,585006.8571428572,605921.0333333333
2010-07-17,A,653987,518643,1172630,2010,7,5,Before 2020,198,753901.0,418254.0,719629.0,596085.8571428572,606928.7
2010-07-18,U,453952,378151,832103,2010,7,6,Before 2020,199,518643.0,304804.0,693973.0,610427.1428571428,600229.1666666666
2010-07-19,W,927114,681084,1608198,2010,7,0,Before 2020,200,378151.0,645066.0,472662.0,620905.2857142857,589701.7666666667
2010-07-20,W,938739,692212,1630951,2010,7,1,Before 2020,201,681084.0,664923.0,301730.0,626050.7142857143,596649.1666666666
2010-07-21,W,951550,705647,1657197,2010,7,2,Before 2020,202,692212.0,670046.0,626192.0,629949.1428571428,609665.2333333333
2010-07-22,W,927185,670399,1597584,2010,7,3,Before 2020,203,705647.0,715607.0,666558.0,635035.0,612313.7333333333
2010-07-23,W,879035,677196,1556231,2010,7,4,Before 2020,204,670399.0,753901.0,627767.0,628576.7142857143,612441.7666666667
2010-07-24,A,571189,416540,987729,2010,7,5,Before 2020,205,677196.0,518643.0,691266.0,617618.8571428572,614089.4
2010-07-25,U,472911,351173,824084,2010,7,6,Before 2020,206,416540.0,378151.0,750414.0,603032.7142857143,604931.8666666667
2010-07-26,W,915404,658817,1574221,2010,7,0,Before 2020,207,351173.0,681084.0,467943.0,599178.7142857143,591623.8333333334
2010-07-27,W,935330,670382,1605712,2010,7,1,Before 2020,208,658817.0,692212.0,441824.0,595997.7142857143,597986.3
2010-07-28,W,908070,667607,1575677,2010,7,2,Before 2020,209,670382.0,705647.0,698735.0,592879.1428571428,605604.9
2010-07-29,W,933636,684987,1618623,2010,7,3,Before 2020,210,667607.0,670399.0,716597.0,587444.8571428572,604567.3
2010-07-30,W,943778,683141,1626919,2010,7,4,Before 2020,211,684987.0,677196.0,726101.0,589528.8571428572,603513.6333333333
2010-07-31,A,657365,450680,1108045,2010,7,5,Before 2020,212,683141.0,416540.0,802022.0,590378.1428571428,602081.6333333333
2010-08-01,U,491220,348968,840188,2010,8,6,Before 2020,213,450680.0,351173.0,728895.0,595255.2857142857,590370.2333333333
2010-08-02,W,913649,660658,1574307,2010,8,0,Before 2020,214,348968.0,658817.0,498374.0,594940.2857142857,577706.0
2010-08-03,W,927125,668186,1595311,2010,8,1,Before 2020,215,660658.0,670382.0,431068.0,595203.2857142857,583115.4666666667
2010-08-04,W,880047,663305,1543352,2010,8,2,Before 2020,216,668186.0,667607.0,338754.0,594889.5714285715,591019.4
2010-08-05,W,949218,698256,1647474,2010,8,3,Before 2020,217,663305.0,684987.0,637312.0,594275.0,601837.7666666667
2010-08-06,W,947220,791899,1739119,2010,8,4,Before 2020,218,698256.0,683141.0,656096.0,596170.5714285715,603869.2333333333
2010-08-07,A,668567,551140,1219707,2010,8,5,Before 2020,219,791899.0,450680.0,665000.0,611707.4285714285,608396.0
2010-08-08,U,464239,415228,879467,2010,8,6,Before 2020,220,551140.0,348968.0,676348.0,626058.8571428572,604600.6666666666
2010-08-09,W,902342,647949,1550291,2010,8,0,Before 2020,221,415228.0,660658.0,418254.0,635524.5714285715,595896.6666666666
2010-08-10,W,909752,662126,1571878,2010,8,1,Before 2020,222,647949.0,668186.0,304804.0,633709.0,603553.1666666666
2010-08-11,W,902498,661211,1563709,2010,8,2,Before 2020,223,662126.0,663305.0,645066.0,632843.2857142857,615463.9
2010-08-12,W,908352,666665,1575017,2010,8,3,Before 2020,224,661211.0,698256.0,664923.0,632544.1428571428,616002.0666666667
2010-08-13,W,918501,665794,1584295,2010,8,4,Before 2020,225,666665.0,791899.0,670046.0,628031.1428571428,616060.1333333333
2010-08-14,A,688021,460503,1148524,2010,8,5,Before 2020,226,665794.0,551140.0,715607.0,610016.1428571428,615918.4
2010-08-15,U,507105,359893,866998,2010,8,6,Before 2020,227,460503.0,415228.0,753901.0,597068.0,607414.9333333333
2010-08-16,W,907011,648950,1555961,2010,8,0,Before 2020,228,359893.0,647949.0,518643.0,589163.0,594281.3333333334
2010-08-17,W,909673,659235,1568908,2010,8,1,Before 2020,229,648950.0,662126.0,378151.0,589306.0,598624.9
2010-08-18,W,935381,676787,1612168,2010,8,2,Before 2020,230,659235.0,661211.0,681084.0,588893.0,607994.3666666667
2010-08-19,W,940943,688195,1629138,2010,8,3,Before 2020,231,676787.0,666665.0,692212.0,591118.1428571428,607851.1333333333
2010-08-20,W,928525,688864,1617389,2010,8,4,Before 2020,232,688195.0,665794.0,705647.0,594193.8571428572,607717.2333333333
2010-08-21,A,662928,462355,1125283,2010,8,5,Before 2020,233,688864.0,460503.0,670399.0,597489.5714285715,607157.8
2010-08-22,U,470110,336654,806764,2010,8,6,Before 2020,234,462355.0,359893.0,677196.0,597754.1428571428,600223.0
2010-08-23,W,941694,650532,1592226,2010,8,0,Before 2020,235,336654.0,648950.0,416540.0,594434.2857142857,588871.6
2010-08-24,W,962622,674401,1637023,2010,8,1,Before 2020,236,650532.0,659235.0,351173.0,594660.2857142857,596671.3333333334
2010-08-25,W,973800,689560,1663360,2010,8,2,Before 2020,237,674401.0,676787.0,658817.0,596826.8571428572,607445.6
2010-08-26,W,978212,694660,1672872,2010,8,3,Before 2020,238,689560.0,688195.0,670382.0,598651.5714285715,608470.3666666667
2010-08-27,W,991691,700296,1691987,2010,8,4,Before 2020,239,694660.0,688864.0,667607.0,599575.1428571428,609279.6333333333
2010-08-28,A,678949,458504,1137453,2010,8,5,Before 2020,240,700296.0,462355.0,684987.0,601208.2857142857,610369.2666666667
2010-08-29,U,471725,334378,806103,2010,8,6,Before 2020,241,458504.0,336654.0,683141.0,600658.1428571428,602819.8333333334
2010-08-30,W,960273,673150,1633423,2010,8,0,Before 2020,242,334378.0,650532.0,450680.0,600333.0,591194.4
2010-08-31,W,980388,693348,1673736,2010,8,1,Before 2020,243,673150.0,674401.0,348968.0,603564.1428571428,598610.0666666667
2010-09-01,W,1014776,696657,1711433,2010,9,2,Before 2020,244,693348.0,689560.0,660658.0,606270.8571428572,610089.4
2010-09-02,W,964759,679832,1644591,2010,9,3,Before 2020,245,696657.0,694660.0,668186.0,607284.7142857143,611289.3666666667
2010-09-03,W,996297,721206,1717503,2010,9,4,Before 2020,246,679832.0,700296.0,663305.0,605166.4285714285,611677.5666666667
2010-09-04,A,671418,475332,1146750,2010,9,5,Before 2020,247,721206.0,458504.0,698256.0,608153.5714285715,613607.6
2010-09-05,U,497194,399389,896583,2010,9,6,Before 2020,248,475332.0,334378.0,791899.0,610557.5714285715,606176.8
2010-09-06,U,453040,319536,772576,2010,9,0,Before 2020,249,399389.0,673150.0,551140.0,619844.8571428572,593093.1333333333
2010-09-07,W,1067665,723135,1790800,2010,9,1,Before 2020,250,319536.0,693348.0,415228.0,569328.5714285715,585373.0
2010-09-08,W,1078904,744212,1823116,2010,9,2,Before 2020,251,723135.0,696657.0,647949.0,573583.8571428572,595636.5666666667
2010-09-09,W,1053439,729328,1782767,2010,9,3,Before 2020,252,744212.0,679832.0,662126.0,580377.4285714285,598845.3333333334
2010-09-10,W,1067844,740993,1808837,2010,9,4,Before 2020,253,729328.0,721206.0,661211.0,587448.2857142857,601085.4
2010-09-11,A,620475,438303,1058778,2010,9,5,Before 2020,254,740993.0,475332.0,666665.0,590275.0,603744.8
2010-09-12,U,478785,343875,822660,2010,9,6,Before 2020,255,438303.0,399389.0,665794.0,584985.1428571428,596132.7333333333
2010-09-13,W,1064113,722939,1787052,2010,9,0,Before 2020,256,343875.0,319536.0,460503.0,577054.5714285715,585402.1
2010-09-14,W,1073013,743702,1816715,2010,9,1,Before 2020,257,722939.0,723135.0,359893.0,634683.5714285715,594149.9666666667
2010-09-15,W,1077313,757144,1834457,2010,9,2,Before 2020,258,743702.0,744212.0,648950.0,637621.7142857143,606943.6
2010-09-16,W,1030218,751525,1781743,2010,9,3,Before 2020,259,757144.0,729328.0,659235.0,639469.1428571428,610550.0666666667
2010-09-17,W,1070710,777601,1848311,2010,9,4,Before 2020,260,751525.0,740993.0,676787.0,642640.1428571428,613626.4
2010-09-18,A,602888,457774,1060662,2010,9,5,Before 2020,261,777601.0,438303.0,688195.0,647869.8571428572,616986.8666666667
2010-09-19,U,463244,335858,799102,2010,9,6,Before 2020,262,457774.0,343875.0,688864.0,650651.4285714285,609306.1666666666
2010-09-20,W,1040338,712870,1753208,2010,9,0,Before 2020,263,335858.0,722939.0,462355.0,649506.1428571428,597539.3
2010-09-21,W,1068204,750363,1818567,2010,9,1,Before 2020,264,712870.0,743702.0,336654.0,648067.7142857143,605889.8
2010-09-22,W,1038052,751724,1789776,2010,9,2,Before 2020,265,750363.0,757144.0,650532.0,649019.2857142857,619680.1
2010-09-23,W,1067715,767134,1834849,2010,9,3,Before 2020,266,751724.0,751525.0,674401.0,648245.0,623053.1666666666
2010-09-24,W,966185,750033,1716218,2010,9,4,Before 2020,267,767134.0,777601.0,689560.0,650474.8571428572,626144.2666666667
2010-09-25,A,647044,486430,1133474,2010,9,5,Before 2020,268,750033.0,457774.0,694660.0,646536.5714285715,628160.0333333333
2010-09-26,U,439578,331103,770681,2010,9,6,Before 2020,269,486430.0,335858.0,700296.0,650630.2857142857,621219.0333333333
2010-09-27,W,1030264,725559,1755823,2010,9,0,Before 2020,270,331103.0,712870.0,458504.0,649951.0,608912.6
2010-09-28,W,1049114,732828,1781942,2010,9,1,Before 2020,271,725559.0,750363.0,334378.0,651763.7142857143,617814.4333333333
2010-09-29,W,1044807,734953,1779760,2010,9,2,Before 2020,272,732828.0,751724.0,673150.0,649258.7142857143,631096.1
2010-09-30,W,1040445,748851,1789296,2010,9,3,Before 2020,273,734953.0,767134.0,693348.0,646862.8571428572,633156.2
2010-10-01,W,1095244,742857,1838101,2010,10,4,Before 2020,274,748851.0,750033.0,696657.0,644251.0,635006.3
2010-10-02,A,620784,423372,1044156,2010,10,5,Before 2020,275,742857.0,486430.0,679832.0,643225.8571428572,636546.3
2010-10-03,U,451850,307659,759509,2010,10,6,Before 2020,276,423372.0,331103.0,721206.0,634217.5714285715,627997.6333333333
2010-10-04,W,1049060,710406,1759466,2010,10,0,Before 2020,277,307659.0,725559.0,475332.0,630868.4285714285,614212.7333333333
2010-10-05,W,1062843,726247,1789090,2010,10,1,Before 2020,278,710406.0,732828.0,399389.0,628703.7142857143,622048.5333333333
2010-10-06,W,1057375,730113,1787488,2010,10,2,Before 2020,279,726247.0,734953.0,319536.0,627763.5714285715,632943.8
2010-10-07,W,1048120,753345,1801465,2010,10,3,Before 2020,280,730113.0,748851.0,723135.0,627072.1428571428,646629.7
2010-10-08,W,1060557,753053,1813610,2010,10,4,Before 2020,281,753345.0,742857.0,744212.0,627714.1428571428,647636.7
2010-10-09,A,683056,503343,1186399,2010,10,5,Before 2020,282,753053.0,423372.0,729328.0,629170.7142857143,647931.4
2010-10-10,U,453193,489078,942271,2010,10,6,Before 2020,283,503343.0,307659.0,740993.0,640595.1428571428,640398.5666666667
2010-10-11,W,824834,627449,1452283,2010,10,0,Before 2020,284,489078.0,710406.0,438303.0,666512.1428571428,632001.4
2010-10-12,W,1068010,736048,1804058,2010,10,1,Before 2020,285,627449.0,726247.0,343875.0,654661.1428571428,638306.2666666667
2010-10-13,W,1024910,726372,1751282,2010,10,2,Before 2020,286,736048.0,730113.0,722939.0,656061.2857142857,651378.7
2010-10-14,W,1060257,750943,1811200,2010,10,3,Before 2020,287,726372.0,753345.0,743702.0,655526.8571428572,651493.1333333333
2010-10-15,W,1067602,753653,1821255,2010,10,4,Before 2020,288,750943.0,753053.0,757144.0,655183.7142857143,651734.5
2010-10-16,A,674323,477876,1152199,2010,10,5,Before 2020,289,753653.0,503343.0,751525.0,655269.4285714285,651618.1333333333
2010-10-17,U,470817,337407,808224,2010,10,6,Before 2020,290,477876.0,489078.0,777601.0,651631.2857142857,642496.5
2010-10-18,W,1038903,717627,1756530,2010,10,0,Before 2020,291,337407.0,627449.0,457774.0,629964.0,627823.3666666667
2010-10-19,W,1057820,729779,1787599,2010,10,1,Before 2020,292,717627.0,736048.0,335858.0,642846.5714285715,636485.1333333333
2010-10-20,W,1061125,733950,1795075,2010,10,2,Before 2020,293,729779.0,726372.0,712870.0,641951.0,649615.8333333334
2010-10-21,W,1053153,747116,1800269,2010,10,3,Before 2020,294,733950.0,750943.0,750363.0,643033.5714285715,650318.5
2010-10-22,W,987323,727707,1715030,2010,10,4,Before 2020,295,747116.0,753653.0,751724.0,642486.8571428572,650210.2666666667
2010-10-23,A,624770,451848,1076618,2010,10,5,Before 2020,296,727707.0,477876.0,767134.0,638780.2857142857,649409.7
2010-10-24,U,443462,319622,763084,2010,10,6,Before 2020,297,451848.0,337407.0,750033.0,635062.0,638900.1666666666
2010-10-25,W,1030602,710784,1741386,2010,10,0,Before 2020,298,319622.0,717627.0,486430.0,632521.2857142857,624553.1333333333
2010-10-26,W,948119,691241,1639360,2010,10,1,Before 2020,299,710784.0,729779.0,331103.0,631543.7142857143,632031.6
2010-10-27,W,1051715,739161,1790876,2010,10,2,Before 2020,300,691241.0,733950.0,725559.0,626038.2857142857,644036.2
2010-10-28,W,1023047,735281,1758328,2010,10,3,Before 2020,301,739161.0,747116.0,732828.0,626782.7142857143,644489.6
2010-10-29,W,1027443,725760,1753203,2010,10,4,Before 2020,302,735281.0,727707.0,734953.0,625092.0,644571.3666666667
2010-10-30,A,653147,447410,1100557,2010,10,5,Before 2020,303,725760.0,451848.0,748851.0,624813.8571428572,644264.9333333333
2010-10-31,U,451532,321535,773067,2010,10,6,Before 2020,304,447410.0,319622.0,742857.0,624179.8571428572,634216.9
2010-11-01,W,1050239,702890,1753129,2010,11,0,Before 2020,305,321535.0,710784.0,423372.0,624453.1428571428,620172.8333333334
2010-11-02,W,1053066,711219,1764285,2010,11,1,Before 2020,306,702890.0,691241.0,307659.0,623325.4285714285,629490.1
2010-11-03,W,1067432,725866,1793298,2010,11,2,Before 2020,307,711219.0,739161.0,710406.0,626179.4285714285,642942.1
2010-11-04,W,1036639,731024,1767663,2010,11,3,Before 2020,308,725866.0,735281.0,726247.0,624280.1428571428,643457.4333333333
2010-11-05,W,1034503,723652,1758155,2010,11,4,Before 2020,309,731024.0,725760.0,730113.0,623672.0,643616.6666666666
2010-11-06,A,641520,455652,1097172,2010,11,5,Before 2020,310,723652.0,447410.0,753345.0,623370.8571428572,643401.3
2010-11-07,U,453831,305880,759711,2010,11,6,Before 2020,311,455652.0,321535.0,753053.0,624548.2857142857,633478.2
2010-11-08,W,1046515,709569,1756084,2010,11,0,Before 2020,312,305880.0,702890.0,503343.0,622311.8571428572,618572.4333333333
2010-11-09,W,1058688,721276,1779964,2010,11,1,Before 2020,313,709569.0,711219.0,489078.0,623266.0,625446.6333333333
2010-11-10,W,1065459,729087,1794546,2010,11,2,Before 2020,314,721276.0,725866.0,627449.0,624702.7142857143,633186.5666666667
2010-11-11,W,882944,660145,1543089,2010,11,3,Before 2020,315,729087.0,731024.0,736048.0,625162.8571428572,636574.5
2010-11-12,W,951645,714781,1666426,2010,11,4,Before 2020,316,660145.0,723652.0,726372.0,615037.2857142857,634044.4
2010-11-13,A,600900,436971,1037871,2010,11,5,Before 2020,317,714781.0,455652.0,750943.0,613770.0,633658.0333333333
2010-11-14,U,483592,306831,790423,2010,11,6,Before 2020,318,436971.0,305880.0,753653.0,611101.2857142857,623192.3
2010-11-15,W,1013081,704470,1717551,2010,11,0,Before 2020,319,306831.0,709569.0,477876.0,611237.1428571428,608298.2333333333
2010-11-16,W,1041704,720439,1762143,2010,11,1,Before 2020,320,704470.0,721276.0,337407.0,610508.7142857143,615851.3666666667
2010-11-17,W,1033004,717114,1750118,2010,11,2,Before 2020,321,720439.0,729087.0,717627.0,610389.1428571428,628619.1
2010-11-18,W,984043,712787,1696830,2010,11,3,Before 2020,322,717114.0,660145.0,729779.0,608678.7142857143,628602.0
2010-11-19,W,1038686,715507,1754193,2010,11,4,Before 2020,323,712787.0,714781.0,733950.0,616199.0,628035.6
2010-11-20,A,640618,545276,1185894,2010,11,5,Before 2020,324,715507.0,436971.0,747116.0,616302.7142857143,627420.8333333334
2010-11-21,U,437682,295297,732979,2010,11,6,Before 2020,325,545276.0,306831.0,727707.0,631774.8571428572,620692.8333333334
2010-11-22,W,957125,667375,1624500,2010,11,0,Before 2020,326,295297.0,704470.0,451848.0,630127.1428571428,606279.1666666666
2010-11-23,W,1006493,698730,1705223,2010,11,1,Before 2020,327,667375.0,720439.0,319622.0,624827.8571428572,613463.4
2010-11-24,W,898974,621938,1520912,2010,11,2,Before 2020,328,698730.0,717114.0,710784.0,621726.5714285715,626100.3333333334
2010-11-25,U,312756,195258,508014,2010,11,3,Before 2020,329,621938.0,712787.0,691241.0,608130.0,623138.8
2010-11-26,W,557867,369071,926938,2010,11,4,Before 2020,330,195258.0,715507.0,739161.0,534197.2857142857,606606.0333333333
2010-11-27,A,517892,340136,858028,2010,11,5,Before 2020,331,369071.0,545276.0,735281.0,484706.4285714286,594269.7
2010-11-28,U,401514,271093,672607,2010,11,6,Before 2020,332,340136.0,295297.0,725760.0,455400.71428571426,581098.2
2010-11-29,W,974393,658026,1632419,2010,11,0,Before 2020,333,271093.0,667375.0,447410.0,451943.0,565942.6333333333
2010-11-30,W,970873,672281,1643154,2010,11,1,Before 2020,334,658026.0,698730.0,321535.0,450607.4285714286,572963.1666666666
2010-12-01,W,999878,678039,1677917,2010,12,2,Before 2020,335,672281.0,621938.0,702890.0,446829.0,584654.7
2010-12-02,W,1008349,688764,1697113,2010,12,3,Before 2020,336,678039.0,195258.0,711219.0,454843.4285714286,583826.3333333334
2010-12-03,W,985527,691211,1676738,2010,12,4,Before 2020,337,688764.0,369071.0,725866.0,525344.2857142857,583077.8333333334
2010-12-04,A,586500,407739,994239,2010,12,5,Before 2020,338,691211.0,340136.0,731024.0,571364.2857142857,581922.6666666666
2010-12-05,U,406680,277309,683989,2010,12,6,Before 2020,339,407739.0,271093.0,723652.0,581021.8571428572,571146.5
2010-12-06,W,944575,641755,1586330,2010,12,0,Before 2020,340,277309.0,658026.0,455652.0,581909.8571428572,556268.4
2010-12-07,W,954467,652015,1606482,2010,12,1,Before 2020,341,641755.0,672281.0,305880.0,579585.4285714285,562471.8333333334
2010-12-08,W,968593,662398,1630991,2010,12,2,Before 2020,342,652015.0,678039.0,709569.0,576690.2857142857,574009.6666666666
2010-12-09,W,957337,667827,1625164,2010,12,3,Before 2020,343,662398.0,688764.0,721276.0,574455.8571428572,572437.3
2010-12-10,W,986800,682824,1669624,2010,12,4,Before 2020,344,667827.0,691211.0,729087.0,571464.8571428572,570655.6666666666
2010-12-11,A,573203,388409,961612,2010,12,5,Before 2020,345,682824.0,407739.0,660145.0,570266.7142857143,569113.5666666667
2010-12-12,U,330377,249350,579727,2010,12,6,Before 2020,346,388409.0,277309.0,714781.0,567505.2857142857,560055.7
2010-12-13,W,829736,598167,1427903,2010,12,0,Before 2020,347,249350.0,641755.0,436971.0,563511.1428571428,544541.3333333334
2010-12-14,W,888812,623467,1512279,2010,12,1,Before 2020,348,598167.0,652015.0,306831.0,557284.2857142857,549914.5333333333
2010-12-15,W,922552,640490,1563042,2010,12,2,Before 2020,349,623467.0,662398.0,704470.0,553206.0,560469.0666666667
2010-12-16,W,919713,644539,1564252,2010,12,3,Before 2020,350,640490.0,667827.0,720439.0,550076.2857142857,558336.4
2010-12-17,W,932601,642967,1575568,2010,12,4,Before 2020,351,644539.0,682824.0,717114.0,546749.4285714285,555806.4
2010-12-18,A,570331,370965,941296,2010,12,5,Before 2020,352,642967.0,388409.0,712787.0,541055.5714285715,553334.8333333334
2010-12-19,U,404153,269162,673315,2010,12,6,Before 2020,353,370965.0,249350.0,715507.0,538563.5714285715,541940.7666666667
2010-12-20,W,791684,573110,1364794,2010,12,0,Before 2020,354,269162.0,598167.0,545276.0,541393.8571428572,527062.6
2010-12-21,W,786351,574097,1360448,2010,12,1,Before 2020,355,573110.0,623467.0,295297.0,537814.2857142857,527990.4
2010-12-22,W,786757,558711,1345468,2010,12,2,Before 2020,356,574097.0,640490.0,667375.0,530761.4285714285,537283.7333333333
2010-12-23,W,740052,489295,1229347,2010,12,3,Before 2020,357,558711.0,644539.0,698730.0,519078.71428571426,533661.6
2010-12-24,W,513353,261461,774814,2010,12,4,Before 2020,358,489295.0,642967.0,621938.0,496901.0,526680.4333333333
2010-12-25,U,233266,128261,361527,2010,12,5,Before 2020,359,261461.0,370965.0,195258.0,442400.14285714284,514664.5333333333
2010-12-26,U,346331,215163,561494,2010,12,6,Before 2020,360,128261.0,269162.0,369071.0,407728.14285714284,512431.3
2010-12-27,W,673638,435925,1109563,2010,12,0,Before 2020,361,215163.0,573110.0,340136.0,400014.0,507301.0333333333
2010-12-28,W,717933,490978,1208911,2010,12,1,Before 2020,362,435925.0,574097.0,271093.0,380416.14285714284,510494.0
2010-12-29,W,731000,513271,1244271,2010,12,2,Before 2020,363,490978.0,558711.0,658026.0,368542.0,517823.5
2010-12-30,W,754297,524961,1279258,2010,12,3,Before 2020,364,513271.0,489295.0,672281.0,362050.5714285714,512998.3333333333
2010-12-31,W,609114,391713,1000827,2010,12,4,Before 2020,365,524961.0,261461.0,678039.0,367145.71428571426,508087.6666666667
2011-01-01,U,342872,239754,582626,2011,1,5,Before 2020,1,391713.0,128261.0,688764.0,385753.14285714284,498543.4666666667
2011-01-02,U,364165,225886,590051,2011,1,6,Before 2020,2,239754.0,215163.0,691211.0,401680.71428571426,483576.4666666667
